sample_id,split,total_calories,total_protein,total_carb,total_fat,image_path
329,train,25.25,1.818,5.05,0.303,data/processed/food-nutrients/images/000329.jpg
330,train,34.849998,0.765,8.5,0.17,data/processed/food-nutrients/images/000330.jpg
331,train,176.878998,4.438,42.901001,1.417,data/processed/food-nutrients/images/000331.jpg
332,train,25.0,1.8,5.0,0.3,data/processed/food-nutrients/images/000332.jpg
333,test,78.514,2.294,16.280001,1.776,data/processed/food-nutrients/images/000333.jpg
334,train,55.899998,1.161,12.04,0.129,data/processed/food-nutrients/images/000334.jpg
335,train,60.839996,0.351,16.379999,0.234,data/processed/food-nutrients/images/000335.jpg
336,train,220.253998,5.606,49.700001,2.439,data/processed/food-nutrients/images/000336.jpg
337,train,20.159,0.589,4.18,0.456,data/processed/food-nutrients/images/000337.jpg
338,train,33.32,0.784,7.84,0.196,data/processed/food-nutrients/images/000338.jpg
339,test,52.028999,2.016,2.043,4.455,data/processed/food-nutrients/images/000339.jpg
340,train,93.839996,0.952,24.480001,0.272,data/processed/food-nutrients/images/000340.jpg
341,train,199.347992,4.341,38.542999,5.379,data/processed/food-nutrients/images/000341.jpg
342,train,24.0,1.728,4.8,0.288,data/processed/food-nutrients/images/000342.jpg
343,train,80.079994,0.462,21.559999,0.308,data/processed/food-nutrients/images/000343.jpg
344,train,16.02,0.801,3.471,0.178,data/processed/food-nutrients/images/000344.jpg
345,val,410.451019,15.904,16.117001,35.145,data/processed/food-nutrients/images/000345.jpg
346,train,530.551025,18.895,45.948002,35.918999,data/processed/food-nutrients/images/000346.jpg
347,train,60.839996,0.351,16.379999,0.234,data/processed/food-nutrients/images/000347.jpg
348,train,60.720001,0.616,15.84,0.176,data/processed/food-nutrients/images/000348.jpg
349,test,46.248001,1.792,1.816,3.96,data/processed/food-nutrients/images/000349.jpg
350,train,38.950001,0.855,9.5,0.19,data/processed/food-nutrients/images/000350.jpg
351,val,16.02,0.801,3.471,0.178,data/processed/food-nutrients/images/000351.jpg
352,train,222.778,4.415,47.007004,4.738,data/processed/food-nutrients/images/000352.jpg
353,train,11.04,0.112,2.88,0.032,data/processed/food-nutrients/images/000353.jpg
354,train,117.770996,3.441,24.42,2.664,data/processed/food-nutrients/images/000354.jpg
355,val,80.079994,0.462,21.559999,0.308,data/processed/food-nutrients/images/000355.jpg
356,train,739.968018,28.672001,29.056,63.360001,data/processed/food-nutrients/images/000356.jpg
357,train,948.859009,32.687,77.916,66.363998,data/processed/food-nutrients/images/000357.jpg
358,val,12.25,0.882,2.45,0.147,data/processed/food-nutrients/images/000358.jpg
359,train,80.079994,0.462,21.559999,0.308,data/processed/food-nutrients/images/000359.jpg
360,train,71.086998,2.077,14.74,1.608,data/processed/food-nutrients/images/000360.jpg
361,train,84.870003,0.861,22.140001,0.246,data/processed/food-nutrients/images/000361.jpg
362,train,248.286987,4.282,60.889999,2.309,data/processed/food-nutrients/images/000362.jpg
363,train,60.839996,0.351,16.379999,0.234,data/processed/food-nutrients/images/000363.jpg
364,test,40.59,0.891,9.900001,0.198,data/processed/food-nutrients/images/000364.jpg
365,train,55.899998,1.161,12.04,0.129,data/processed/food-nutrients/images/000365.jpg
366,val,190.309982,3.179,46.080002,0.755,data/processed/food-nutrients/images/000366.jpg
367,train,80.079994,0.462,21.559999,0.308,data/processed/food-nutrients/images/000367.jpg
368,train,22.68,1.134,4.914,0.252,data/processed/food-nutrients/images/000368.jpg
369,train,6.25,0.45,1.25,0.075,data/processed/food-nutrients/images/000369.jpg
370,train,89.010002,0.903,23.220001,0.258,data/processed/food-nutrients/images/000370.jpg
371,train,59.416,1.736,12.32,1.344,data/processed/food-nutrients/images/000371.jpg
372,train,257.436005,4.685,63.264,2.237,data/processed/food-nutrients/images/000372.jpg
373,train,19.32,0.196,5.04,0.056,data/processed/food-nutrients/images/000373.jpg
374,train,22.139999,0.486,5.4,0.108,data/processed/food-nutrients/images/000374.jpg
375,val,80.079994,0.462,21.559999,0.308,data/processed/food-nutrients/images/000375.jpg
376,train,238.25,4.554,56.199997,3.112,data/processed/food-nutrients/images/000376.jpg
377,train,24.5,1.764,4.9,0.294,data/processed/food-nutrients/images/000377.jpg
378,train,30.768999,0.899,6.38,0.696,data/processed/food-nutrients/images/000378.jpg
379,train,40.59,0.891,9.900001,0.198,data/processed/food-nutrients/images/000379.jpg
380,train,60.32,0.348,16.24,0.232,data/processed/food-nutrients/images/000380.jpg
381,train,156.179001,3.902,37.420002,1.42,data/processed/food-nutrients/images/000381.jpg
382,train,32.98,0.776,7.76,0.194,data/processed/food-nutrients/images/000382.jpg
383,train,60.32,0.348,16.24,0.232,data/processed/food-nutrients/images/000383.jpg
384,train,30.768999,0.899,6.38,0.696,data/processed/food-nutrients/images/000384.jpg
385,train,31.98,0.702,7.8,0.156,data/processed/food-nutrients/images/000385.jpg
386,val,156.049011,2.725,38.18,1.278,data/processed/food-nutrients/images/000386.jpg
387,train,121.401001,4.704,4.767,10.395,data/processed/food-nutrients/images/000387.jpg
388,train,116.709999,3.41,24.200001,2.64,data/processed/food-nutrients/images/000388.jpg
389,train,16.02,0.801,3.471,0.178,data/processed/food-nutrients/images/000389.jpg
390,train,16.02,0.801,3.471,0.178,data/processed/food-nutrients/images/000390.jpg
391,test,16.02,0.801,3.471,0.178,data/processed/food-nutrients/images/000391.jpg
392,train,254.130997,8.915,32.438004,13.213,data/processed/food-nutrients/images/000392.jpg
393,train,24.75,1.782,4.95,0.297,data/processed/food-nutrients/images/000393.jpg
394,train,20.059999,0.472,4.72,0.118,data/processed/food-nutrients/images/000394.jpg
395,train,23.369999,0.513,5.7,0.114,data/processed/food-nutrients/images/000395.jpg
396,train,68.18,2.767,15.370001,0.529,data/processed/food-nutrients/images/000396.jpg
397,val,10.440001,0.522,2.262,0.116,data/processed/food-nutrients/images/000397.jpg
398,val,21.76,0.512,5.12,0.128,data/processed/food-nutrients/images/000398.jpg
399,val,520.290039,20.16,20.43,44.549999,data/processed/food-nutrients/images/000399.jpg
400,train,552.490051,21.194,27.812,44.793999,data/processed/food-nutrients/images/000400.jpg
401,test,40.18,0.882,9.8,0.196,data/processed/food-nutrients/images/000401.jpg
402,train,60.32,0.348,16.24,0.232,data/processed/food-nutrients/images/000402.jpg
403,train,77.453003,2.263,16.059999,1.752,data/processed/food-nutrients/images/000403.jpg
404,train,177.953003,3.493,42.099998,2.18,data/processed/food-nutrients/images/000404.jpg
405,train,19.719999,0.464,4.64,0.116,data/processed/food-nutrients/images/000405.jpg
406,train,22.68,1.134,4.914,0.252,data/processed/food-nutrients/images/000406.jpg
407,train,63.48,0.644,16.560001,0.184,data/processed/food-nutrients/images/000407.jpg
408,train,42.400002,1.598,9.554,0.368,data/processed/food-nutrients/images/000408.jpg
409,train,105.879997,2.242,26.114,0.552,data/processed/food-nutrients/images/000409.jpg
410,test,105.880005,2.242,26.114,0.552,data/processed/food-nutrients/images/000410.jpg
411,train,14.349999,0.315,3.5,0.07,data/processed/food-nutrients/images/000411.jpg
412,train,80.079994,0.462,21.559999,0.308,data/processed/food-nutrients/images/000412.jpg
413,train,59.416,1.736,12.32,1.344,data/processed/food-nutrients/images/000413.jpg
414,val,153.845993,2.513,37.379997,1.722,data/processed/food-nutrients/images/000414.jpg
415,train,4.14,0.207,0.897,0.046,data/processed/food-nutrients/images/000415.jpg
416,train,60.32,0.348,16.24,0.232,data/processed/food-nutrients/images/000416.jpg
417,val,60.839996,0.351,16.379999,0.234,data/processed/food-nutrients/images/000417.jpg
418,train,60.32,0.348,16.24,0.232,data/processed/food-nutrients/images/000418.jpg
419,train,32.299999,0.76,7.6,0.19,data/processed/food-nutrients/images/000419.jpg
420,train,96.759995,1.315,24.737,0.468,data/processed/food-nutrients/images/000420.jpg
421,train,14.5,1.044,2.9,0.174,data/processed/food-nutrients/images/000421.jpg
422,train,80.079994,0.462,21.559999,0.308,data/processed/food-nutrients/images/000422.jpg
423,val,10.66,0.234,2.6,0.052,data/processed/food-nutrients/images/000423.jpg
424,train,105.23999,1.74,27.059999,0.534,data/processed/food-nutrients/images/000424.jpg
425,train,32.299999,0.76,7.6,0.19,data/processed/food-nutrients/images/000425.jpg
426,train,5.25,0.378,1.05,0.063,data/processed/food-nutrients/images/000426.jpg
427,train,21.73,0.477,5.3,0.106,data/processed/food-nutrients/images/000427.jpg
428,test,59.279999,1.615,13.95,0.359,data/processed/food-nutrients/images/000428.jpg
429,train,23.369999,0.513,5.7,0.114,data/processed/food-nutrients/images/000429.jpg
430,train,60.839996,0.351,16.379999,0.234,data/processed/food-nutrients/images/000430.jpg
431,train,12.42,0.621,2.691,0.138,data/processed/food-nutrients/images/000431.jpg
432,test,96.62999,1.485,24.771,0.486,data/processed/food-nutrients/images/000432.jpg
433,train,80.079994,0.462,21.559999,0.308,data/processed/food-nutrients/images/000433.jpg
434,train,3.28,0.072,0.8,0.016,data/processed/food-nutrients/images/000434.jpg
435,train,3.28,0.072,0.8,0.016,data/processed/food-nutrients/images/000435.jpg
436,train,116.709999,3.41,24.200001,2.64,data/processed/food-nutrients/images/000436.jpg
437,test,11.52,0.576,2.496,0.128,data/processed/food-nutrients/images/000437.jpg
438,val,211.589996,4.52,49.055996,3.092,data/processed/food-nutrients/images/000438.jpg
439,train,24.25,1.746,4.85,0.291,data/processed/food-nutrients/images/000439.jpg
440,test,19.719999,0.464,4.64,0.116,data/processed/food-nutrients/images/000440.jpg
441,train,59.416,1.736,12.32,1.344,data/processed/food-nutrients/images/000441.jpg
442,test,103.386002,3.946,21.809999,1.751,data/processed/food-nutrients/images/000442.jpg
443,train,116.709999,3.41,24.200001,2.64,data/processed/food-nutrients/images/000443.jpg
444,train,80.079994,0.462,21.559999,0.308,data/processed/food-nutrients/images/000444.jpg
445,train,18.360001,0.918,3.978,0.204,data/processed/food-nutrients/images/000445.jpg
446,val,13.75,0.99,2.75,0.165,data/processed/food-nutrients/images/000446.jpg
447,train,228.899994,5.78,52.488003,3.317,data/processed/food-nutrients/images/000447.jpg
448,train,39.360001,0.864,9.6,0.192,data/processed/food-nutrients/images/000448.jpg
449,train,38.950001,0.855,9.5,0.19,data/processed/food-nutrients/images/000449.jpg
450,test,23.0,1.656,4.6,0.276,data/processed/food-nutrients/images/000450.jpg
451,train,61.950001,2.511,14.1,0.466,data/processed/food-nutrients/images/000451.jpg
452,train,73.839996,0.426,19.879999,0.284,data/processed/food-nutrients/images/000452.jpg
453,train,73.839996,0.426,19.879999,0.284,data/processed/food-nutrients/images/000453.jpg
454,train,25.84,0.608,6.08,0.152,data/processed/food-nutrients/images/000454.jpg
455,train,24.25,1.746,4.85,0.291,data/processed/food-nutrients/images/000455.jpg
456,test,219.419983,5.57,50.610001,2.887,data/processed/food-nutrients/images/000456.jpg
457,train,10.25,0.738,2.05,0.123,data/processed/food-nutrients/images/000457.jpg
458,test,113.527,3.317,23.539999,2.568,data/processed/food-nutrients/images/000458.jpg
459,val,25.84,0.608,6.08,0.152,data/processed/food-nutrients/images/000459.jpg
460,train,132.962997,5.152,5.221,11.385,data/processed/food-nutrients/images/000460.jpg
461,train,282.580017,9.815001,36.890999,14.228001,data/processed/food-nutrients/images/000461.jpg
462,val,422.013,16.352001,16.570999,36.135002,data/processed/food-nutrients/images/000462.jpg
463,train,31.960001,0.752,7.52,0.188,data/processed/food-nutrients/images/000463.jpg
464,train,73.839996,0.426,19.879999,0.284,data/processed/food-nutrients/images/000464.jpg
465,train,19.26,0.963,4.173,0.214,data/processed/food-nutrients/images/000465.jpg
466,train,547.072998,18.493002,48.143997,36.821003,data/processed/food-nutrients/images/000466.jpg
467,train,265.925995,10.304,10.441999,22.77,data/processed/food-nutrients/images/000467.jpg
468,train,24.25,1.746,4.85,0.291,data/processed/food-nutrients/images/000468.jpg
469,train,73.839996,0.426,19.879999,0.284,data/processed/food-nutrients/images/000469.jpg
470,train,51.988998,1.519,10.78,1.176,data/processed/food-nutrients/images/000470.jpg
471,train,433.285004,14.859,49.695995,24.713001,data/processed/food-nutrients/images/000471.jpg
472,train,74.360001,0.429,20.02,0.286,data/processed/food-nutrients/images/000472.jpg
473,train,768.873047,29.792002,30.191,65.834999,data/processed/food-nutrients/images/000473.jpg
474,train,30.34,0.666,7.4,0.148,data/processed/food-nutrients/images/000474.jpg
475,train,14.25,1.026,2.85,0.171,data/processed/food-nutrients/images/000475.jpg
476,train,887.823059,31.913002,60.460999,66.440002,data/processed/food-nutrients/images/000476.jpg
477,train,20.0,1.44,4.0,0.24,data/processed/food-nutrients/images/000477.jpg
478,val,15.64,0.368,3.68,0.092,data/processed/food-nutrients/images/000478.jpg
479,train,73.839996,0.426,19.879999,0.284,data/processed/food-nutrients/images/000479.jpg
480,train,95.489998,2.79,19.799999,2.16,data/processed/food-nutrients/images/000480.jpg
481,train,29.52,0.648,7.2,0.144,data/processed/food-nutrients/images/000481.jpg
482,val,31.620001,0.744,7.44,0.186,data/processed/food-nutrients/images/000482.jpg
483,train,19.5,1.404,3.9,0.234,data/processed/food-nutrients/images/000483.jpg
484,train,19.26,0.963,4.173,0.214,data/processed/food-nutrients/images/000484.jpg
485,val,99.900002,3.759,22.713001,0.778,data/processed/food-nutrients/images/000485.jpg
486,train,11.160001,0.558,2.418,0.124,data/processed/food-nutrients/images/000486.jpg
487,train,18.700001,0.44,4.4,0.11,data/processed/food-nutrients/images/000487.jpg
488,val,37.720001,0.828,9.2,0.184,data/processed/food-nutrients/images/000488.jpg
489,train,95.489998,2.79,19.799999,2.16,data/processed/food-nutrients/images/000489.jpg
490,test,163.069992,4.616,35.818001,2.578,data/processed/food-nutrients/images/000490.jpg
491,test,24.25,1.746,4.85,0.291,data/processed/food-nutrients/images/000491.jpg
492,train,19.040001,0.448,4.48,0.112,data/processed/food-nutrients/images/000492.jpg
493,train,74.360001,0.429,20.02,0.286,data/processed/food-nutrients/images/000493.jpg
494,test,768.873047,29.792002,30.191,65.834999,data/processed/food-nutrients/images/000494.jpg
495,train,886.523071,32.415001,59.541,66.524002,data/processed/food-nutrients/images/000495.jpg
496,val,74.360001,0.429,20.02,0.286,data/processed/food-nutrients/images/000496.jpg
497,train,13.25,0.954,2.65,0.159,data/processed/food-nutrients/images/000497.jpg
498,train,11.160001,0.558,2.418,0.124,data/processed/food-nutrients/images/000498.jpg
499,test,26.860001,0.632,6.32,0.158,data/processed/food-nutrients/images/000499.jpg
500,train,179.210999,6.944,7.037,15.345,data/processed/food-nutrients/images/000500.jpg
501,train,304.841003,9.517,38.445,16.072001,data/processed/food-nutrients/images/000501.jpg
502,train,497.166016,19.264,19.521999,42.57,data/processed/food-nutrients/images/000502.jpg
503,val,24.25,1.746,4.85,0.291,data/processed/food-nutrients/images/000503.jpg
504,train,83.199997,0.48,22.4,0.32,data/processed/food-nutrients/images/000504.jpg
505,train,604.616028,21.49,46.771999,43.181,data/processed/food-nutrients/images/000505.jpg
506,train,37.720001,0.828,9.2,0.184,data/processed/food-nutrients/images/000506.jpg
507,train,19.75,1.422,3.95,0.237,data/processed/food-nutrients/images/000507.jpg
508,train,83.719994,0.483,22.540001,0.322,data/processed/food-nutrients/images/000508.jpg
509,train,8.46,0.423,1.833,0.094,data/processed/food-nutrients/images/000509.jpg
510,train,149.649994,3.156,37.523003,0.837,data/processed/food-nutrients/images/000510.jpg
511,train,30.75,0.675,7.5,0.15,data/processed/food-nutrients/images/000511.jpg
512,train,15.0,1.08,3.0,0.18,data/processed/food-nutrients/images/000512.jpg
513,train,25.84,0.608,6.08,0.152,data/processed/food-nutrients/images/000513.jpg
514,train,19.26,0.963,4.173,0.214,data/processed/food-nutrients/images/000514.jpg
515,val,51.988998,1.519,10.78,1.176,data/processed/food-nutrients/images/000515.jpg
516,train,142.838989,4.845,31.532999,1.872,data/processed/food-nutrients/images/000516.jpg
517,train,10.440001,0.522,2.262,0.116,data/processed/food-nutrients/images/000517.jpg
518,train,15.0,1.08,3.0,0.18,data/processed/food-nutrients/images/000518.jpg
519,train,15.0,1.08,3.0,0.18,data/processed/food-nutrients/images/000519.jpg
520,train,95.489998,2.79,19.799999,2.16,data/processed/food-nutrients/images/000520.jpg
521,train,439.356018,17.024,17.251999,37.619999,data/processed/food-nutrients/images/000521.jpg
